feature,class,grid_value_scaled,pdp_mean_proba
pH,high,-1.7986668348312378,0.1510784924030304
pH,high,-1.5626392364501953,0.15228460729122162
pH,high,-1.3266117572784424,0.15352880954742432
pH,high,-1.0905841588974,0.15834663808345795
pH,high,-0.854556679725647,0.15902097523212433
pH,high,-0.6185291409492493,0.15795771777629852
pH,high,-0.38250160217285156,0.1579696387052536
pH,high,-0.14647406339645386,0.1586686074733734
pH,high,0.08955346792936325,0.1586170494556427
pH,high,0.32558101415634155,0.15691286325454712
pH,high,0.5616085529327393,0.15253308415412903
pH,high,0.797636091709137,0.15027272701263428
pH,high,1.0336636304855347,0.14771892130374908
pH,high,1.2696911096572876,0.14269523322582245
pH,high,1.50571870803833,0.13072991371154785
pH,high,1.741746187210083,0.12450997531414032
pH,high,1.9777737855911255,0.11824169009923935
sulphates,low,-1.5260323286056519,0.05631072074174881
sulphates,low,-1.2532281875610352,0.05026356503367424
sulphates,low,-0.9804241061210632,0.046002164483070374
sulphates,low,-0.7076200246810913,0.04236391559243202
sulphates,low,-0.434815913438797,0.03926429897546768
sulphates,low,-0.16201181709766388,0.0361759178340435
sulphates,low,0.11079229414463043,0.03318961337208748
sulphates,low,0.38359639048576355,0.03212355822324753
sulphates,low,0.6564005017280579,0.031196827068924904
sulphates,low,0.9292045831680298,0.03185272961854935
sulphates,low,1.2020087242126465,0.03085772693157196
sulphates,low,1.4748128652572632,0.029994601383805275
sulphates,low,1.7476168870925903,0.029279831796884537
sulphates,low,2.020421028137207,0.028622204437851906
sulphates,low,2.293225049972534,0.028406644240021706
sulphates,low,2.5660293102264404,0.029012197628617287
sulphates,low,2.8388333320617676,0.029862985014915466
sulphates,low,3.1116373538970947,0.027636755257844925
sulphates,low,3.384441614151001,0.02681371569633484
sulphates,low,3.657245635986328,0.027498889714479446
sulphates,medium,-1.5260323286056519,0.9125007390975952
sulphates,medium,-1.2532281875610352,0.9121488332748413
sulphates,medium,-0.9804241061210632,0.9077049493789673
sulphates,medium,-0.7076200246810913,0.8971540331840515
sulphates,medium,-0.434815913438797,0.8815366625785828
sulphates,medium,-0.16201181709766388,0.8590060472488403
sulphates,medium,0.11079229414463043,0.83063805103302
sulphates,medium,0.38359639048576355,0.7993263006210327
sulphates,medium,0.6564005017280579,0.7716086506843567
sulphates,medium,0.9292045831680298,0.7669286131858826
sulphates,medium,1.2020087242126465,0.7723749876022339
sulphates,medium,1.4748128652572632,0.7765604257583618
sulphates,medium,1.7476168870925903,0.7768460512161255
sulphates,medium,2.020421028137207,0.7717753648757935
sulphates,medium,2.293225049972534,0.7740976214408875
sulphates,medium,2.5660293102264404,0.7763927578926086
sulphates,medium,2.8388333320617676,0.7742151618003845
sulphates,medium,3.1116373538970947,0.7722741365432739
sulphates,medium,3.384441614151001,0.7684545516967773
sulphates,medium,3.657245635986328,0.7592016458511353
sulphates,high,-1.5260323286056519,0.031188547611236572
sulphates,high,-1.2532281875610352,0.03758756443858147
sulphates,high,-0.9804241061210632,0.046292878687381744
sulphates,high,-0.7076200246810913,0.060481976717710495
sulphates,high,-0.434815913438797,0.07919903844594955
sulphates,high,-0.16201181709766388,0.10481812804937363
sulphates,high,0.11079229414463043,0.13617238402366638
sulphates,high,0.38359639048576355,0.16855010390281677
sulphates,high,0.6564005017280579,0.19719454646110535
sulphates,high,0.9292045831680298,0.2012186348438263
sulphates,high,1.2020087242126465,0.19676731526851654
sulphates,high,1.4748128652572632,0.19344493746757507
sulphates,high,1.7476168870925903,0.19387410581111908
sulphates,high,2.020421028137207,0.19960245490074158
sulphates,high,2.293225049972534,0.1974957138299942
sulphates,high,2.5660293102264404,0.19459502398967743
sulphates,high,2.8388333320617676,0.1959218680858612
sulphates,high,3.1116373538970947,0.20008912682533264
sulphates,high,3.384441614151001,0.204731747508049
sulphates,high,3.657245635986328,0.21329942345619202
alcohol,low,-1.337841272354126,0.04606880992650986
alcohol,low,-1.1441203355789185,0.04116331413388252
alcohol,low,-0.9503993988037109,0.038646627217531204
alcohol,low,-0.7566784620285034,0.03841231018304825
alcohol,low,-0.5629575848579407,0.03705519065260887
alcohol,low,-0.36923664808273315,0.0353783443570137
alcohol,low,-0.17551574110984802,0.0347246415913105
alcohol,low,0.018205175176262856,0.035612381994724274
alcohol,low,0.21192608773708344,0.03986387699842453
alcohol,low,0.40564700961112976,0.042110320180654526
alcohol,low,0.5993679165840149,0.040867794305086136
alcohol,low,0.7930888533592224,0.039113689213991165
alcohol,low,0.9868097305297852,0.038054209202528
alcohol,low,1.1805306673049927,0.03566571697592735
alcohol,low,1.3742516040802002,0.034417133778333664
alcohol,low,1.5679725408554077,0.03105073608458042
alcohol,low,1.7616934776306152,0.027694588527083397
alcohol,low,1.9554142951965332,0.02202272042632103
alcohol,low,2.1491353511810303,0.018358264118433
alcohol,low,2.3428561687469482,0.01719132624566555
alcohol,medium,-1.337841272354126,0.8953995704650879
alcohol,medium,-1.1441203355789185,0.8964484930038452
alcohol,medium,-0.9503993988037109,0.8941515684127808
alcohol,medium,-0.7566784620285034,0.88653564453125
alcohol,medium,-0.5629575848579407,0.879257082939148
alcohol,medium,-0.36923664808273315,0.8653356432914734
alcohol,medium,-0.17551574110984802,0.8521836400032043
alcohol,medium,0.018205175176262856,0.8355616331100464
alcohol,medium,0.21192608773708344,0.8184709548950195
alcohol,medium,0.40564700961112976,0.8063804507255554
alcohol,medium,0.5993679165840149,0.7945993542671204
alcohol,medium,0.7930888533592224,0.7786648869514465
alcohol,medium,0.9868097305297852,0.7654126882553101
alcohol,medium,1.1805306673049927,0.7644232511520386
alcohol,medium,1.3742516040802002,0.7584049105644226
alcohol,medium,1.5679725408554077,0.7590912580490112
alcohol,medium,1.7616934776306152,0.7591809034347534
alcohol,medium,1.9554142951965332,0.7580754160881042
alcohol,medium,2.1491353511810303,0.7494993209838867
alcohol,medium,2.3428561687469482,0.7426450848579407
alcohol,high,-1.337841272354126,0.05853164196014404
alcohol,high,-1.1441203355789185,0.062388233840465546
alcohol,high,-0.9503993988037109,0.06720175594091415
alcohol,high,-0.7566784620285034,0.07505211234092712
alcohol,high,-0.5629575848579407,0.08368771523237228
alcohol,high,-0.36923664808273315,0.09928595274686813
alcohol,high,-0.17551574110984802,0.11309172958135605
alcohol,high,0.018205175176262856,0.12882597744464874
alcohol,high,0.21192608773708344,0.14166522026062012
alcohol,high,0.40564700961112976,0.1515091508626938
alcohol,high,0.5993679165840149,0.1645328849554062
alcohol,high,0.7930888533592224,0.18222138285636902
alcohol,high,0.9868097305297852,0.19653309881687164
alcohol,high,1.1805306673049927,0.19991104304790497
alcohol,high,1.3742516040802002,0.20717795193195343
alcohol,high,1.5679725408554077,0.2098579853773117
alcohol,high,1.7616934776306152,0.21312448382377625
alcohol,high,1.9554142951965332,0.21990184485912323
alcohol,high,2.1491353511810303,0.2321424037218094
alcohol,high,2.3428561687469482,0.24016359448432922
sulphur_ratio,low,-1.7555532455444336,0.03758271411061287
sulphur_ratio,low,-1.5358377695083618,0.03754962608218193
sulphur_ratio,low,-1.31612229347229,0.036954671144485474
sulphur_ratio,low,-1.0964068174362183,0.03715607523918152
sulphur_ratio,low,-0.8766914010047913,0.03679206222295761
sulphur_ratio,low,-0.6569759249687195,0.03683323413133621
sulphur_ratio,low,-0.4372604489326477,0.03781024366617203
sulphur_ratio,low,-0.21754498779773712,0.03597776219248772
sulphur_ratio,low,0.002170468680560589,0.03440383821725845
sulphur_ratio,low,0.22188593447208405,0.03346031904220581
sulphur_ratio,low,0.44160139560699463,0.032514166086912155
sulphur_ratio,low,0.6613168716430664,0.031985461711883545
sulphur_ratio,low,0.8810323476791382,0.02968435361981392
sulphur_ratio,low,1.10074782371521,0.027912627905607224
sulphur_ratio,low,1.3204632997512817,0.026010900735855103
sulphur_ratio,low,1.540178656578064,0.02392830327153206
sulphur_ratio,low,1.7598941326141357,0.02358204685151577
sulphur_ratio,low,1.9796096086502075,0.022958260029554367
sulphur_ratio,low,2.1993250846862793,0.02261439897119999
sulphur_ratio,low,2.4190404415130615,0.02192937210202217
sulphur_ratio,medium,-1.7555532455444336,0.8583787679672241
sulphur_ratio,medium,-1.5358377695083618,0.8519934415817261
sulphur_ratio,medium,-1.31612229347229,0.8457339406013489
sulphur_ratio,medium,-1.0964068174362183,0.8409979939460754
sulphur_ratio,medium,-0.8766914010047913,0.8374567031860352
sulphur_ratio,medium,-0.6569759249687195,0.834058940410614
sulphur_ratio,medium,-0.4372604489326477,0.8286663293838501
sulphur_ratio,medium,-0.21754498779773712,0.8235586285591125
sulphur_ratio,medium,0.002170468680560589,0.8151768445968628
sulphur_ratio,medium,0.22188593447208405,0.8110142946243286
sulphur_ratio,medium,0.44160139560699463,0.8041481971740723
sulphur_ratio,medium,0.6613168716430664,0.7999690175056458
sulphur_ratio,medium,0.8810323476791382,0.7920375466346741
sulphur_ratio,medium,1.10074782371521,0.7931430339813232
sulphur_ratio,medium,1.3204632997512817,0.7941797971725464
sulphur_ratio,medium,1.540178656578064,0.7868220806121826
sulphur_ratio,medium,1.7598941326141357,0.7851821780204773
sulphur_ratio,medium,1.9796096086502075,0.776755154132843
sulphur_ratio,medium,2.1993250846862793,0.7722690105438232
sulphur_ratio,medium,2.4190404415130615,0.768995463848114
sulphur_ratio,high,-1.7555532455444336,0.10403845459222794
sulphur_ratio,high,-1.5358377695083618,0.11045686155557632
sulphur_ratio,high,-1.31612229347229,0.11731138080358505
sulphur_ratio,high,-1.0964068174362183,0.12184592336416245
sulphur_ratio,high,-0.8766914010047913,0.12575122714042664
sulphur_ratio,high,-0.6569759249687195,0.1291077882051468
sulphur_ratio,high,-0.4372604489326477,0.13352353870868683
sulphur_ratio,high,-0.21754498779773712,0.1404636651277542
sulphur_ratio,high,0.002170468680560589,0.15041930973529816
sulphur_ratio,high,0.22188593447208405,0.15552537143230438
sulphur_ratio,high,0.44160139560699463,0.16333763301372528
sulphur_ratio,high,0.6613168716430664,0.1680455058813095
sulphur_ratio,high,0.8810323476791382,0.17827805876731873
sulphur_ratio,high,1.10074782371521,0.17894430458545685
sulphur_ratio,high,1.3204632997512817,0.17980925738811493
sulphur_ratio,high,1.540178656578064,0.18924960494041443
sulphur_ratio,high,1.7598941326141357,0.19123578071594238
sulphur_ratio,high,1.9796096086502075,0.2002865970134735
sulphur_ratio,high,2.1993250846862793,0.20511659979820251
sulphur_ratio,high,2.4190404415130615,0.2090751677751541
nonfree_sulfur,low,-1.0117236375808716,0.053719412535429
nonfree_sulfur,low,-0.7867529392242432,0.04731973260641098
nonfree_sulfur,low,-0.5617823004722595,0.04238598793745041
nonfree_sulfur,low,-0.3368116021156311,0.03775320202112198
nonfree_sulfur,low,-0.11184091866016388,0.03613594174385071
nonfree_sulfur,low,0.11312975734472275,0.03261064365506172
nonfree_sulfur,low,0.3381004333496094,0.029743924736976624
nonfree_sulfur,low,0.5630711317062378,0.0279593113809824
nonfree_sulfur,low,0.7880417704582214,0.02746940776705742
nonfree_sulfur,low,1.0130125284194946,0.027276959270238876
nonfree_sulfur,low,1.2379831075668335,0.0261989776045084
nonfree_sulfur,low,1.462953805923462,0.025855978950858116
nonfree_sulfur,low,1.6879245042800903,0.02528892457485199
nonfree_sulfur,low,1.9128952026367188,0.024796361103653908
nonfree_sulfur,low,2.1378657817840576,0.024160748347640038
nonfree_sulfur,low,2.3628365993499756,0.02295326068997383
nonfree_sulfur,low,2.5878071784973145,0.023917395621538162
nonfree_sulfur,low,2.8127779960632324,0.025475818663835526
nonfree_sulfur,low,3.0377485752105713,0.026402007788419724
nonfree_sulfur,low,3.26271915435791,0.028294136747717857
nonfree_sulfur,medium,-1.0117236375808716,0.7858678102493286
nonfree_sulfur,medium,-0.7867529392242432,0.7892054319381714
nonfree_sulfur,medium,-0.5617823004722595,0.7962586283683777
nonfree_sulfur,medium,-0.3368116021156311,0.7990512847900391
nonfree_sulfur,medium,-0.11184091866016388,0.8034743070602417
nonfree_sulfur,medium,0.11312975734472275,0.8030529022216797
nonfree_sulfur,medium,0.3381004333496094,0.8037500381469727
nonfree_sulfur,medium,0.5630711317062378,0.8029624223709106
nonfree_sulfur,medium,0.7880417704582214,0.8061730265617371
nonfree_sulfur,medium,1.0130125284194946,0.8103132247924805
nonfree_sulfur,medium,1.2379831075668335,0.81324303150177
nonfree_sulfur,medium,1.462953805923462,0.8168991208076477
nonfree_sulfur,medium,1.6879245042800903,0.8202577829360962
nonfree_sulfur,medium,1.9128952026367188,0.8201503753662109
nonfree_sulfur,medium,2.1378657817840576,0.8226909637451172
nonfree_sulfur,medium,2.3628365993499756,0.8217266201972961
nonfree_sulfur,medium,2.5878071784973145,0.8235594630241394
nonfree_sulfur,medium,2.8127779960632324,0.8252038955688477
nonfree_sulfur,medium,3.0377485752105713,0.8287631273269653
nonfree_sulfur,medium,3.26271915435791,0.828482985496521
nonfree_sulfur,high,-1.0117236375808716,0.1604127585887909
nonfree_sulfur,high,-0.7867529392242432,0.16347485780715942
nonfree_sulfur,high,-0.5617823004722595,0.16135536134243011
nonfree_sulfur,high,-0.3368116021156311,0.16319552063941956
nonfree_sulfur,high,-0.11184091866016388,0.1603897362947464
nonfree_sulfur,high,0.11312975734472275,0.16433648765087128
nonfree_sulfur,high,0.3381004333496094,0.16650596261024475
nonfree_sulfur,high,0.5630711317062378,0.16907833516597748
nonfree_sulfur,high,0.7880417704582214,0.16635751724243164
nonfree_sulfur,high,1.0130125284194946,0.16240987181663513
nonfree_sulfur,high,1.2379831075668335,0.16055803000926971
nonfree_sulfur,high,1.462953805923462,0.15724489092826843
nonfree_sulfur,high,1.6879245042800903,0.1544533520936966
nonfree_sulfur,high,1.9128952026367188,0.1550532579421997
nonfree_sulfur,high,2.1378657817840576,0.15314824879169464
nonfree_sulfur,high,2.3628365993499756,0.15532009303569794
nonfree_sulfur,high,2.5878071784973145,0.15252313017845154
nonfree_sulfur,high,2.8127779960632324,0.14932024478912354
nonfree_sulfur,high,3.0377485752105713,0.14483493566513062
nonfree_sulfur,high,3.26271915435791,0.14322279393672943
acid_ratio,low,-1.6457136869430542,0.019574355334043503
acid_ratio,low,-1.4266877174377441,0.019351011142134666
acid_ratio,low,-1.207661747932434,0.021590374410152435
acid_ratio,low,-0.9886357188224792,0.02302447333931923
acid_ratio,low,-0.7696096897125244,0.02467227540910244
acid_ratio,low,-0.5505837202072144,0.027485013008117676
acid_ratio,low,-0.3315577208995819,0.029109138995409012
acid_ratio,low,-0.11253173649311066,0.030849168077111244
acid_ratio,low,0.10649425536394119,0.032898277044296265
acid_ratio,low,0.32552024722099304,0.03682064265012741
acid_ratio,low,0.5445462465286255,0.038150604814291
acid_ratio,low,0.7635722160339355,0.03880732133984566
acid_ratio,low,0.9825982451438904,0.04187029227614403
acid_ratio,low,1.2016242742538452,0.04561026766896248
acid_ratio,low,1.4206502437591553,0.049953751266002655
acid_ratio,low,1.6396762132644653,0.054110776633024216
acid_ratio,low,1.8587021827697754,0.059030789881944656
acid_ratio,low,2.077728271484375,0.06006050109863281
acid_ratio,low,2.2967541217803955,0.05937304347753525
acid_ratio,low,2.515780210494995,0.05884265899658203
acid_ratio,medium,-1.6457136869430542,0.8385648727416992
acid_ratio,medium,-1.4266877174377441,0.8339182138442993
acid_ratio,medium,-1.207661747932434,0.8266531825065613
acid_ratio,medium,-0.9886357188224792,0.8241742253303528
acid_ratio,medium,-0.7696096897125244,0.8238885998725891
acid_ratio,medium,-0.5505837202072144,0.8208406567573547
acid_ratio,medium,-0.3315577208995819,0.819054126739502
acid_ratio,medium,-0.11253173649311066,0.8178585171699524
acid_ratio,medium,0.10649425536394119,0.8194811940193176
acid_ratio,medium,0.32552024722099304,0.8214935064315796
acid_ratio,medium,0.5445462465286255,0.8220163583755493
acid_ratio,medium,0.7635722160339355,0.8215530514717102
acid_ratio,medium,0.9825982451438904,0.8196625709533691
acid_ratio,medium,1.2016242742538452,0.8129634857177734
acid_ratio,medium,1.4206502437591553,0.8132537007331848
acid_ratio,medium,1.6396762132644653,0.8088763952255249
acid_ratio,medium,1.8587021827697754,0.804693341255188
acid_ratio,medium,2.077728271484375,0.8054724931716919
acid_ratio,medium,2.2967541217803955,0.8035146594047546
acid_ratio,medium,2.515780210494995,0.8070316314697266
acid_ratio,high,-1.6457136869430542,0.14186076819896698
acid_ratio,high,-1.4266877174377441,0.14673075079917908
acid_ratio,high,-1.207661747932434,0.1517564356327057
acid_ratio,high,-0.9886357188224792,0.15280133485794067
acid_ratio,high,-0.7696096897125244,0.15143916010856628
acid_ratio,high,-0.5505837202072144,0.15167441964149475
acid_ratio,high,-0.3315577208995819,0.15183676779270172
acid_ratio,high,-0.11253173649311066,0.15129230916500092
acid_ratio,high,0.10649425536394119,0.1476205289363861
acid_ratio,high,0.32552024722099304,0.1416858434677124
acid_ratio,high,0.5445462465286255,0.1398330181837082
acid_ratio,high,0.7635722160339355,0.13963958621025085
acid_ratio,high,0.9825982451438904,0.13846711814403534
acid_ratio,high,1.2016242742538452,0.14142628014087677
acid_ratio,high,1.4206502437591553,0.13679257035255432
acid_ratio,high,1.6396762132644653,0.1370127946138382
acid_ratio,high,1.8587021827697754,0.13627588748931885
acid_ratio,high,2.077728271484375,0.1344670057296753
acid_ratio,high,2.2967541217803955,0.13711228966712952
acid_ratio,high,2.515780210494995,0.13412579894065857
alc_sulphates,low,-1.4795297384262085,0.045715056359767914
alc_sulphates,low,-1.2391210794448853,0.045145321637392044
alc_sulphates,low,-0.9987123608589172,0.04333311319351196
alc_sulphates,low,-0.758303701877594,0.041771866381168365
alc_sulphates,low,-0.5178950428962708,0.04098551720380783
alc_sulphates,low,-0.2774863541126251,0.03912746161222458
alc_sulphates,low,-0.03707767277956009,0.03758496791124344
alc_sulphates,low,0.20333100855350494,0.03626733645796776
alc_sulphates,low,0.4437396824359894,0.034934401512145996
alc_sulphates,low,0.684148371219635,0.03454486280679703
alc_sulphates,low,0.9245570302009583,0.034788452088832855
alc_sulphates,low,1.1649657487869263,0.03567741438746452
alc_sulphates,low,1.4053744077682495,0.03594791889190674
alc_sulphates,low,1.6457830667495728,0.03481803089380264
alc_sulphates,low,1.886191725730896,0.03426114097237587
alc_sulphates,low,2.126600503921509,0.03449530154466629
alc_sulphates,low,2.367009162902832,0.03508343547582626
alc_sulphates,low,2.6074178218841553,0.03549112752079964
alc_sulphates,low,2.8478264808654785,0.03374103456735611
alc_sulphates,low,3.0882351398468018,0.03270600363612175
alc_sulphates,medium,-1.4795297384262085,0.8324543833732605
alc_sulphates,medium,-1.2391210794448853,0.8299803733825684
alc_sulphates,medium,-0.9987123608589172,0.8244147300720215
alc_sulphates,medium,-0.758303701877594,0.8259172439575195
alc_sulphates,medium,-0.5178950428962708,0.826306939125061
alc_sulphates,medium,-0.2774863541126251,0.8211118578910828
alc_sulphates,medium,-0.03707767277956009,0.815665066242218
alc_sulphates,medium,0.20333100855350494,0.8130460977554321
alc_sulphates,medium,0.4437396824359894,0.8178532719612122
alc_sulphates,medium,0.684148371219635,0.8137397766113281
alc_sulphates,medium,0.9245570302009583,0.8156570196151733
alc_sulphates,medium,1.1649657487869263,0.8164398074150085
alc_sulphates,medium,1.4053744077682495,0.8151094317436218
alc_sulphates,medium,1.6457830667495728,0.8210073709487915
alc_sulphates,medium,1.886191725730896,0.8196126818656921
alc_sulphates,medium,2.126600503921509,0.819695770740509
alc_sulphates,medium,2.367009162902832,0.8215238451957703
alc_sulphates,medium,2.6074178218841553,0.8228389024734497
alc_sulphates,medium,2.8478264808654785,0.827661395072937
alc_sulphates,medium,3.0882351398468018,0.8365400433540344
alc_sulphates,high,-1.4795297384262085,0.12183056026697159
alc_sulphates,high,-1.2391210794448853,0.1248743087053299
alc_sulphates,high,-0.9987123608589172,0.13225215673446655
alc_sulphates,high,-0.758303701877594,0.1323108971118927
alc_sulphates,high,-0.5178950428962708,0.13270752131938934
alc_sulphates,high,-0.2774863541126251,0.13976076245307922
alc_sulphates,high,-0.03707767277956009,0.14674994349479675
alc_sulphates,high,0.20333100855350494,0.1506865918636322
alc_sulphates,high,0.4437396824359894,0.14721229672431946
alc_sulphates,high,0.684148371219635,0.15171539783477783
alc_sulphates,high,0.9245570302009583,0.14955458045005798
alc_sulphates,high,1.1649657487869263,0.14788272976875305
alc_sulphates,high,1.4053744077682495,0.14894255995750427
alc_sulphates,high,1.6457830667495728,0.1441746950149536
alc_sulphates,high,1.886191725730896,0.1461261361837387
alc_sulphates,high,2.126600503921509,0.14580897986888885
alc_sulphates,high,2.367009162902832,0.1433926522731781
alc_sulphates,high,2.6074178218841553,0.14167004823684692
alc_sulphates,high,2.8478264808654785,0.1385975331068039
alc_sulphates,high,3.0882351398468018,0.13075394928455353
density_alcohol,low,-1.3139846324920654,0.03228066489100456
density_alcohol,low,-1.1231259107589722,0.029984135180711746
density_alcohol,low,-0.9322671890258789,0.03051886521279812
density_alcohol,low,-0.7414085268974304,0.03168677166104317
density_alcohol,low,-0.5505498051643372,0.03358253091573715
density_alcohol,low,-0.3596911132335663,0.034480899572372437
density_alcohol,low,-0.16883240640163422,0.03556942939758301
density_alcohol,low,0.022026292979717255,0.036381758749485016
density_alcohol,low,0.21288499236106873,0.03695584461092949
density_alcohol,low,0.4037436842918396,0.03795945644378662
density_alcohol,low,0.5946024060249329,0.038969188928604126
density_alcohol,low,0.7854610681533813,0.04000771418213844
density_alcohol,low,0.9763197898864746,0.0396173931658268
density_alcohol,low,1.1671785116195679,0.03692249581217766
density_alcohol,low,1.3580372333526611,0.035897694528102875
density_alcohol,low,1.5488958358764648,0.03364092484116554
density_alcohol,low,1.739754557609558,0.030130106955766678
density_alcohol,low,1.9306132793426514,0.02769559621810913
density_alcohol,low,2.121471881866455,0.026407301425933838
density_alcohol,low,2.312330722808838,0.02498752623796463
density_alcohol,medium,-1.3139846324920654,0.870947003364563
density_alcohol,medium,-1.1231259107589722,0.8683909177780151
density_alcohol,medium,-0.9322671890258789,0.8617561459541321
density_alcohol,medium,-0.7414085268974304,0.8519300222396851
density_alcohol,medium,-0.5505498051643372,0.839788556098938
density_alcohol,medium,-0.3596911132335663,0.8281971216201782
density_alcohol,medium,-0.16883240640163422,0.8166061639785767
density_alcohol,medium,0.022026292979717255,0.8050085306167603
density_alcohol,medium,0.21288499236106873,0.7928349375724792
density_alcohol,medium,0.4037436842918396,0.7826564311981201
density_alcohol,medium,0.5946024060249329,0.7802548408508301
density_alcohol,medium,0.7854610681533813,0.7763857841491699
density_alcohol,medium,0.9763197898864746,0.7763081789016724
density_alcohol,medium,1.1671785116195679,0.7772547006607056
density_alcohol,medium,1.3580372333526611,0.7751075625419617
density_alcohol,medium,1.5488958358764648,0.7829886078834534
density_alcohol,medium,1.739754557609558,0.7811084985733032
density_alcohol,medium,1.9306132793426514,0.775648832321167
density_alcohol,medium,2.121471881866455,0.7734305262565613
density_alcohol,medium,2.312330722808838,0.7710469365119934
density_alcohol,high,-1.3139846324920654,0.09677232801914215
density_alcohol,high,-1.1231259107589722,0.10162492096424103
density_alcohol,high,-0.9322671890258789,0.10772500187158585
density_alcohol,high,-0.7414085268974304,0.11638321727514267
density_alcohol,high,-0.5505498051643372,0.12662896513938904
density_alcohol,high,-0.3596911132335663,0.13732196390628815
density_alcohol,high,-0.16883240640163422,0.14782439172267914
density_alcohol,high,0.022026292979717255,0.15860971808433533
density_alcohol,high,0.21288499236106873,0.17020921409130096
density_alcohol,high,0.4037436842918396,0.17938409745693207
density_alcohol,high,0.5946024060249329,0.1807759702205658
density_alcohol,high,0.7854610681533813,0.18360653519630432
density_alcohol,high,0.9763197898864746,0.18407446146011353
density_alcohol,high,1.1671785116195679,0.18582281470298767
density_alcohol,high,1.3580372333526611,0.18899469077587128
density_alcohol,high,1.5488958358764648,0.1833704710006714
density_alcohol,high,1.739754557609558,0.18876142799854279
density_alcohol,high,1.9306132793426514,0.19665555655956268
density_alcohol,high,2.121471881866455,0.2001621276140213
density_alcohol,high,2.312330722808838,0.20396551489830017
citric_fixed_ratio,low,-1.5292701721191406,0.04106916859745979
citric_fixed_ratio,low,-1.328168511390686,0.03923129290342331
citric_fixed_ratio,low,-1.127066969871521,0.0371093675494194
citric_fixed_ratio,low,-0.9259653091430664,0.03435269743204117
citric_fixed_ratio,low,-0.7248636484146118,0.03279944509267807
citric_fixed_ratio,low,-0.523762047290802,0.03169005364179611
citric_fixed_ratio,low,-0.3226603865623474,0.031161248683929443
citric_fixed_ratio,low,-0.1215587630867958,0.03191104903817177
citric_fixed_ratio,low,0.0795428603887558,0.03268361836671829
citric_fixed_ratio,low,0.2806445062160492,0.03411191701889038
citric_fixed_ratio,low,0.481746107339859,0.036169636994600296
citric_fixed_ratio,low,0.6828477382659912,0.038433223962783813
citric_fixed_ratio,low,0.8839493989944458,0.039590589702129364
citric_fixed_ratio,low,1.0850510597229004,0.03903559595346451
citric_fixed_ratio,low,1.2861526012420654,0.03881552070379257
citric_fixed_ratio,low,1.48725426197052,0.039053600281476974
citric_fixed_ratio,low,1.6883559226989746,0.03862524777650833
citric_fixed_ratio,low,1.8894575834274292,0.03945101052522659
citric_fixed_ratio,low,2.090559244155884,0.036376215517520905
citric_fixed_ratio,low,2.291660785675049,0.03633255138993263
citric_fixed_ratio,medium,-1.5292701721191406,0.8383923768997192
citric_fixed_ratio,medium,-1.328168511390686,0.8376132845878601
citric_fixed_ratio,medium,-1.127066969871521,0.8322345018386841
citric_fixed_ratio,medium,-0.9259653091430664,0.8327673673629761
citric_fixed_ratio,medium,-0.7248636484146118,0.830433189868927
citric_fixed_ratio,medium,-0.523762047290802,0.8305757641792297
citric_fixed_ratio,medium,-0.3226603865623474,0.831572413444519
citric_fixed_ratio,medium,-0.1215587630867958,0.8291586637496948
citric_fixed_ratio,medium,0.0795428603887558,0.8241647481918335
citric_fixed_ratio,medium,0.2806445062160492,0.817123532295227
citric_fixed_ratio,medium,0.481746107339859,0.8163801431655884
citric_fixed_ratio,medium,0.6828477382659912,0.81121426820755
citric_fixed_ratio,medium,0.8839493989944458,0.8096126317977905
citric_fixed_ratio,medium,1.0850510597229004,0.8100398778915405
citric_fixed_ratio,medium,1.2861526012420654,0.8126640319824219
citric_fixed_ratio,medium,1.48725426197052,0.814344048500061
citric_fixed_ratio,medium,1.6883559226989746,0.8143903613090515
citric_fixed_ratio,medium,1.8894575834274292,0.8128120303153992
citric_fixed_ratio,medium,2.090559244155884,0.8191935420036316
citric_fixed_ratio,medium,2.291660785675049,0.8232305645942688
citric_fixed_ratio,high,-1.5292701721191406,0.12053845077753067
citric_fixed_ratio,high,-1.328168511390686,0.12315535545349121
citric_fixed_ratio,high,-1.127066969871521,0.1306561529636383
citric_fixed_ratio,high,-0.9259653091430664,0.13287988305091858
citric_fixed_ratio,high,-0.7248636484146118,0.13676735758781433
citric_fixed_ratio,high,-0.523762047290802,0.13773417472839355
citric_fixed_ratio,high,-0.3226603865623474,0.13726627826690674
citric_fixed_ratio,high,-0.1215587630867958,0.13893018662929535
citric_fixed_ratio,high,0.0795428603887558,0.14315161108970642
citric_fixed_ratio,high,0.2806445062160492,0.14876456558704376
citric_fixed_ratio,high,0.481746107339859,0.14745023846626282
citric_fixed_ratio,high,0.6828477382659912,0.1503525674343109
citric_fixed_ratio,high,0.8839493989944458,0.1507968157529831
citric_fixed_ratio,high,1.0850510597229004,0.150924414396286
citric_fixed_ratio,high,1.2861526012420654,0.14852049946784973
citric_fixed_ratio,high,1.48725426197052,0.14660236239433289
citric_fixed_ratio,high,1.6883559226989746,0.14698442816734314
citric_fixed_ratio,high,1.8894575834274292,0.14773689210414886
citric_fixed_ratio,high,2.090559244155884,0.1444302499294281
citric_fixed_ratio,high,2.291660785675049,0.14043693244457245
