feature,class,grid_value_scaled,pdp_mean_proba
chlorides,medium,1.4092637300491333,0.8508874177932739
chlorides,medium,1.8306583166122437,0.865496039390564
chlorides,medium,2.2520530223846436,0.8789817094802856
chlorides,medium,2.673447608947754,0.8937293887138367
chlorides,medium,3.0948421955108643,0.9051691293716431
chlorides,medium,3.5162367820739746,0.9089282155036926
chlorides,medium,3.937631607055664,0.9203251004219055
chlorides,medium,4.359025955200195,0.9262264966964722
chlorides,medium,4.780420780181885,0.9331191778182983
chlorides,medium,5.201815605163574,0.9294736981391907
chlorides,medium,5.6232099533081055,0.9324714541435242
chlorides,medium,6.044604778289795,0.9246967434883118
chlorides,medium,6.465999126434326,0.9210616946220398
chlorides,medium,6.887393951416016,0.921994686126709
chlorides,high,-1.1191041469573975,0.17506790161132812
chlorides,high,-0.6977095007896423,0.1726262867450714
chlorides,high,-0.2763148844242096,0.1578548103570938
chlorides,high,0.14507976174354553,0.14327161014080048
chlorides,high,0.5664743781089783,0.1305074244737625
chlorides,high,0.9878690242767334,0.11961893737316132
chlorides,high,1.4092637300491333,0.10620979964733124
chlorides,high,1.8306583166122437,0.09538540244102478
chlorides,high,2.2520530223846436,0.0857234001159668
chlorides,high,2.673447608947754,0.07124989479780197
chlorides,high,3.0948421955108643,0.06280580908060074
chlorides,high,3.5162367820739746,0.06241900846362114
chlorides,high,3.937631607055664,0.051322292536497116
chlorides,high,4.359025955200195,0.04705207794904709
chlorides,high,4.780420780181885,0.04394759610295296
chlorides,high,5.201815605163574,0.048311371356248856
chlorides,high,5.6232099533081055,0.04712340980768204
chlorides,high,6.044604778289795,0.054729215800762177
chlorides,high,6.465999126434326,0.058750808238983154
chlorides,high,6.887393951416016,0.058167487382888794
free sulfur dioxide,low,-1.2475619316101074,0.04748886078596115
free sulfur dioxide,low,-1.0182262659072876,0.04089420661330223
free sulfur dioxide,low,-0.7888906598091125,0.032688118517398834
free sulfur dioxide,low,-0.5595550537109375,0.02972731553018093
free sulfur dioxide,low,-0.3302193880081177,0.026460925117135048
free sulfur dioxide,low,-0.10088375955820084,0.028455432504415512
free sulfur dioxide,low,0.128451868891716,0.032198864966630936
free sulfur dioxide,low,0.35778751969337463,0.03666479513049126
free sulfur dioxide,low,0.5871231555938721,0.03798487037420273
free sulfur dioxide,low,0.8164587616920471,0.03848279267549515
free sulfur dioxide,low,1.0457943677902222,0.03889746591448784
free sulfur dioxide,low,1.275130033493042,0.0396827831864357
free sulfur dioxide,low,1.5044656991958618,0.03983970731496811
free sulfur dioxide,low,1.7338013648986816,0.038612235337495804
free sulfur dioxide,low,1.963136911392212,0.03664473444223404
free sulfur dioxide,low,2.1924726963043213,0.0362263023853302
free sulfur dioxide,low,2.4218082427978516,0.036711759865283966
free sulfur dioxide,low,2.651143789291382,0.035384900867938995
free sulfur dioxide,low,2.880479574203491,0.03321537747979164
free sulfur dioxide,low,3.1098151206970215,0.03198584169149399
free sulfur dioxide,medium,-1.2475619316101074,0.7728575468063354
free sulfur dioxide,medium,-1.0182262659072876,0.7837551832199097
free sulfur dioxide,medium,-0.7888906598091125,0.7969256043434143
free sulfur dioxide,medium,-0.5595550537109375,0.8141326904296875
free sulfur dioxide,medium,-0.3302193880081177,0.8279975652694702
free sulfur dioxide,medium,-0.10088375955820084,0.8304784893989563
free sulfur dioxide,medium,0.128451868891716,0.8317317962646484
free sulfur dioxide,medium,0.35778751969337463,0.8273326754570007
free sulfur dioxide,medium,0.5871231555938721,0.8332034945487976
free sulfur dioxide,medium,0.8164587616920471,0.8370141983032227
free sulfur dioxide,medium,1.0457943677902222,0.8424808382987976
free sulfur dioxide,medium,1.275130033493042,0.8462486267089844
free sulfur dioxide,medium,1.5044656991958618,0.8454517126083374
free sulfur dioxide,medium,1.7338013648986816,0.8490810394287109
free sulfur dioxide,medium,1.963136911392212,0.8445495367050171
free sulfur dioxide,medium,2.1924726963043213,0.849864661693573
free sulfur dioxide,medium,2.4218082427978516,0.8544473648071289
free sulfur dioxide,medium,2.651143789291382,0.857922375202179
free sulfur dioxide,medium,2.880479574203491,0.8610830307006836
free sulfur dioxide,medium,3.1098151206970215,0.8654537200927734
free sulfur dioxide,high,-1.2475619316101074,0.1796536147594452
free sulfur dioxide,high,-1.0182262659072876,0.17535051703453064
free sulfur dioxide,high,-0.7888906598091125,0.17038628458976746
free sulfur dioxide,high,-0.5595550537109375,0.15613994002342224
free sulfur dioxide,high,-0.3302193880081177,0.1455415040254593
free sulfur dioxide,high,-0.10088375955820084,0.14106610417366028
free sulfur dioxide,high,0.128451868891716,0.13606932759284973
free sulfur dioxide,high,0.35778751969337463,0.1360025405883789
free sulfur dioxide,high,0.5871231555938721,0.12881164252758026
free sulfur dioxide,high,0.8164587616920471,0.12450303882360458
free sulfur dioxide,high,1.0457943677902222,0.11862166970968246
free sulfur dioxide,high,1.275130033493042,0.11406855285167694
free sulfur dioxide,high,1.5044656991958618,0.11470858752727509
free sulfur dioxide,high,1.7338013648986816,0.11230678856372833
free sulfur dioxide,high,1.963136911392212,0.11880570650100708
free sulfur dioxide,high,2.1924726963043213,0.11390900611877441
free sulfur dioxide,high,2.4218082427978516,0.10884077847003937
free sulfur dioxide,high,2.651143789291382,0.10669271647930145
free sulfur dioxide,high,2.880479574203491,0.10570154339075089
free sulfur dioxide,high,3.1098151206970215,0.10256042331457138
total sulfur dioxide,low,-1.1892770528793335,0.03702171519398689
total sulfur dioxide,low,-0.9673166275024414,0.03341285139322281
total sulfur dioxide,low,-0.7453561425209045,0.03051026538014412
total sulfur dioxide,low,-0.5233957171440125,0.03127652779221535
total sulfur dioxide,low,-0.301435261964798,0.0380454957485199
total sulfur dioxide,low,-0.0794748067855835,0.042323291301727295
total sulfur dioxide,low,0.14248564839363098,0.042541299015283585
total sulfur dioxide,low,0.36444610357284546,0.03905463218688965
total sulfur dioxide,low,0.5864065289497375,0.03638168051838875
total sulfur dioxide,low,0.8083670139312744,0.03567393124103546
total sulfur dioxide,low,1.0303274393081665,0.03527418151497841
total sulfur dioxide,low,1.2522878646850586,0.035575151443481445
total sulfur dioxide,low,1.4742482900619507,0.03344470262527466
total sulfur dioxide,low,1.6962088346481323,0.03026803396642208
total sulfur dioxide,low,1.9181692600250244,0.027496665716171265
total sulfur dioxide,low,2.140129566192627,0.027453530579805374
total sulfur dioxide,low,2.3620901107788086,0.02659009024500847
total sulfur dioxide,low,2.5840506553649902,0.025575583800673485
total sulfur dioxide,low,2.8060109615325928,0.024910733103752136
total sulfur dioxide,low,3.0279715061187744,0.02621603012084961
total sulfur dioxide,medium,-1.1892770528793335,0.7833617925643921
total sulfur dioxide,medium,-0.9673166275024414,0.7880773544311523
total sulfur dioxide,medium,-0.7453561425209045,0.7998145222663879
total sulfur dioxide,medium,-0.5233957171440125,0.8090521097183228
total sulfur dioxide,medium,-0.301435261964798,0.8117277026176453
total sulfur dioxide,medium,-0.0794748067855835,0.8138391375541687
total sulfur dioxide,medium,0.14248564839363098,0.8184537887573242
total sulfur dioxide,medium,0.36444610357284546,0.8267677426338196
total sulfur dioxide,medium,0.5864065289497375,0.8388381004333496
total sulfur dioxide,medium,0.8083670139312744,0.8431421518325806
total sulfur dioxide,medium,1.0303274393081665,0.8446773290634155
total sulfur dioxide,medium,1.2522878646850586,0.8476322293281555
total sulfur dioxide,medium,1.4742482900619507,0.8497235178947449
total sulfur dioxide,medium,1.6962088346481323,0.8512517809867859
total sulfur dioxide,medium,1.9181692600250244,0.8490175008773804
total sulfur dioxide,medium,2.140129566192627,0.8518903851509094
total sulfur dioxide,medium,2.3620901107788086,0.8568317294120789
total sulfur dioxide,medium,2.5840506553649902,0.8631843328475952
total sulfur dioxide,medium,2.8060109615325928,0.865003764629364
total sulfur dioxide,medium,3.0279715061187744,0.8656936883926392
total sulfur dioxide,high,-1.1892770528793335,0.17961648106575012
total sulfur dioxide,high,-0.9673166275024414,0.17850978672504425
total sulfur dioxide,high,-0.7453561425209045,0.16967524588108063
total sulfur dioxide,high,-0.5233957171440125,0.15967145562171936
total sulfur dioxide,high,-0.301435261964798,0.15022686123847961
total sulfur dioxide,high,-0.0794748067855835,0.143837571144104
total sulfur dioxide,high,0.14248564839363098,0.13900496065616608
total sulfur dioxide,high,0.36444610357284546,0.13417759537696838
total sulfur dioxide,high,0.5864065289497375,0.12478029727935791
total sulfur dioxide,high,0.8083670139312744,0.12118394672870636
total sulfur dioxide,high,1.0303274393081665,0.1200484037399292
total sulfur dioxide,high,1.2522878646850586,0.11679265648126602
total sulfur dioxide,high,1.4742482900619507,0.11683177947998047
total sulfur dioxide,high,1.6962088346481323,0.1184801235795021
total sulfur dioxide,high,1.9181692600250244,0.12348584830760956
total sulfur dioxide,high,2.140129566192627,0.12065603584051132
total sulfur dioxide,high,2.3620901107788086,0.11657829582691193
total sulfur dioxide,high,2.5840506553649902,0.11124002933502197
total sulfur dioxide,high,2.8060109615325928,0.11008550971746445
total sulfur dioxide,high,3.0279715061187744,0.10809030383825302
density,low,-2.32030987739563,0.028702979907393456
density,low,-2.065011501312256,0.031746990978717804
density,low,-1.8097128868103027,0.03634456917643547
density,low,-1.5544142723083496,0.03719877824187279
density,low,-1.299115777015686,0.038849569857120514
density,low,-1.043817162513733,0.039773181080818176
density,low,-0.7885186076164246,0.04379555583000183
density,low,-0.5332200527191162,0.04236231744289398
density,low,-0.27792149782180786,0.04052867367863655
density,low,-0.02262294851243496,0.039055097848176956
density,low,0.23267561197280884,0.04142781347036362
density,low,0.4879741668701172,0.04040003940463066
density,low,0.7432727217674255,0.042256660759449005
density,low,0.9985712766647339,0.041726596653461456
density,low,1.2538697719573975,0.04153032228350639
density,low,1.5091683864593506,0.041207581758499146
density,low,1.7644668817520142,0.04012518376111984
density,low,2.0197653770446777,0.04059980437159538
density,low,2.275063991546631,0.03863818198442459
density,low,2.530362606048584,0.0373576283454895
density,medium,-2.32030987739563,0.8003500699996948
density,medium,-2.065011501312256,0.7988277077674866
density,medium,-1.8097128868103027,0.7916153073310852
density,medium,-1.5544142723083496,0.7937307357788086
density,medium,-1.299115777015686,0.7895001173019409
density,medium,-1.043817162513733,0.7848581075668335
density,medium,-0.7885186076164246,0.7865565419197083
density,medium,-0.5332200527191162,0.7934902310371399
density,medium,-0.27792149782180786,0.7973161935806274
density,medium,-0.02262294851243496,0.80182284116745
density,medium,0.23267561197280884,0.8071423768997192
density,medium,0.4879741668701172,0.8082689046859741
density,medium,0.7432727217674255,0.8222057223320007
density,medium,0.9985712766647339,0.8301222920417786
density,medium,1.2538697719573975,0.8379560708999634
density,medium,1.5091683864593506,0.849822998046875
density,medium,1.7644668817520142,0.8579845428466797
density,medium,2.0197653770446777,0.8673547506332397
density,medium,2.275063991546631,0.8775690197944641
density,medium,2.530362606048584,0.8805023431777954
density,high,-2.32030987739563,0.17094692587852478
density,high,-2.065011501312256,0.16942527890205383
density,high,-1.8097128868103027,0.17204010486602783
density,high,-1.5544142723083496,0.16907045245170593
density,high,-1.299115777015686,0.17165033519268036
density,high,-1.043817162513733,0.17536874115467072
density,high,-0.7885186076164246,0.16964788734912872
density,high,-0.5332200527191162,0.16414746642112732
density,high,-0.27792149782180786,0.1621551364660263
density,high,-0.02262294851243496,0.1591220200061798
density,high,0.23267561197280884,0.15142981708049774
density,high,0.4879741668701172,0.15133103728294373
density,high,0.7432727217674255,0.13553757965564728
density,high,0.9985712766647339,0.12815120816230774
density,high,1.2538697719573975,0.12051360309123993
density,high,1.5091683864593506,0.10896941274404526
density,high,1.7644668817520142,0.10189032554626465
density,high,2.0197653770446777,0.09204547107219696
density,high,2.275063991546631,0.08379273116588593
density,high,2.530362606048584,0.08214004337787628
pH,low,-2.506749391555786,0.024000711739063263
pH,low,-2.270721912384033,0.027013201266527176
pH,low,-2.0346944332122803,0.028879493474960327
pH,low,-1.7986668348312378,0.030284160748124123
pH,low,-1.5626392364501953,0.0320483073592186
pH,low,-1.3266117572784424,0.031405676156282425
pH,low,-1.0905841588974,0.030967947095632553
pH,low,-0.854556679725647,0.031196633353829384
pH,low,-0.6185291409492493,0.032387495040893555
pH,low,-0.38250160217285156,0.03464103117585182
pH,low,-0.14647406339645386,0.03491242229938507
pH,low,0.08955346792936325,0.03593188524246216
pH,low,0.32558101415634155,0.037209074944257736
pH,low,0.5616085529327393,0.03617309778928757
pH,low,0.797636091709137,0.03499579802155495
pH,low,1.0336636304855347,0.034337010234594345
pH,low,1.2696911096572876,0.033858735114336014
pH,low,1.50571870803833,0.0363135002553463
pH,low,1.741746187210083,0.0393429733812809
pH,low,1.9777737855911255,0.046164777129888535
pH,medium,-2.506749391555786,0.8205302357673645
pH,medium,-2.270721912384033,0.8168347477912903
pH,medium,-2.0346944332122803,0.819384753704071
pH,medium,-1.7986668348312378,0.8186373710632324
pH,medium,-1.5626392364501953,0.8156669735908508
pH,medium,-1.3266117572784424,0.8150655031204224
pH,medium,-1.0905841588974,0.8106853365898132
pH,medium,-0.854556679725647,0.8097823858261108
pH,medium,-0.6185291409492493,0.8096548318862915
pH,medium,-0.38250160217285156,0.8073893785476685
pH,medium,-0.14647406339645386,0.8064190149307251
pH,medium,0.08955346792936325,0.8054510354995728
pH,medium,0.32558101415634155,0.8058780431747437
pH,medium,0.5616085529327393,0.8112937808036804
pH,medium,0.797636091709137,0.8147314786911011
pH,medium,1.0336636304855347,0.8179440498352051
pH,medium,1.2696911096572876,0.8234460949897766
pH,medium,1.50571870803833,0.8329564929008484
pH,medium,1.741746187210083,0.836147129535675
pH,medium,1.9777737855911255,0.8355935215950012
pH,high,-2.506749391555786,0.15546907484531403
pH,high,-2.270721912384033,0.15615214407444
pH,high,-2.0346944332122803,0.15173578262329102
