feature,class,grid_value_scaled,ice_std,ice_q10,ice_q50,ice_q90
fixed acidity,high,0.7794532179832458,0.18394527346511835,0.0015218320535495878,0.018111535347998142,0.36226135194301606
fixed acidity,high,1.016730546951294,0.18217734520616677,0.0012679112551268192,0.022050918079912663,0.3610377669334412
fixed acidity,high,1.2540079355239868,0.17815941587566045,0.003342648374382407,0.0273100808262825,0.3617925673723221
fixed acidity,high,1.4912852048873901,0.17827037171127644,0.002170490147545934,0.02781926654279232,0.366155430674553
fixed acidity,high,1.728562593460083,0.16456870687221226,0.0018025115365162493,0.03706522285938263,0.3596105188131333
fixed acidity,high,1.9658398628234863,0.15877201085540962,0.0019961163634434342,0.025962465442717075,0.3558190226554871
fixed acidity,high,2.2031171321868896,0.16627047598550054,0.003010890842415393,0.02328836265951395,0.3673115134239197
fixed acidity,high,2.440394639968872,0.16297152200728662,0.0017588726943358782,0.022859604097902775,0.2990255177021028
fixed acidity,high,2.6776719093322754,0.1644655787540278,0.0012521911528892817,0.018073273822665215,0.2929737478494645
fixed acidity,high,2.9149491786956787,0.16287679979390657,0.0012267425539903346,0.017827855423092842,0.285638388991356
volatile acidity,low,-1.931073546409607,0.06190453223125337,0.0010232077038381249,0.011682055424898863,0.07270764857530594
volatile acidity,low,-1.695622444152832,0.058511663197210656,0.0010207473824266344,0.011824827641248703,0.0684968039393425
volatile acidity,low,-1.4601713418960571,0.061730334825541126,0.0012616503750905396,0.011585610918700695,0.08705751225352289
volatile acidity,low,-1.2247202396392822,0.06763802855708488,0.0011328974505886436,0.010337839368730783,0.0846187464892865
volatile acidity,low,-0.9892690777778625,0.06966306909081466,0.001039665495045483,0.013599156402051449,0.06710005030035973
volatile acidity,low,-0.7538179159164429,0.08035247752625242,0.0010525512741878628,0.014911498874425888,0.0781199865043164
volatile acidity,low,-0.518366813659668,0.0871930507794101,0.0011242444685194643,0.013926849700510502,0.08838089928030975
volatile acidity,low,-0.2829156816005707,0.09308170281111747,0.0011541433283127843,0.010284794494509697,0.12370040118694306
volatile acidity,low,-0.04746454209089279,0.09506270943352109,0.0015174773521721364,0.010295343585312366,0.1251943334937096
volatile acidity,low,0.1879865825176239,0.10201587579656408,0.0016153961070813241,0.011386212427169085,0.11852100566029557
volatile acidity,low,0.4234377145767212,0.11106032513739517,0.0013733735773712398,0.011563721112906933,0.10503287166357053
volatile acidity,low,0.6588888764381409,0.12068842178124803,0.0011609428678639234,0.01149146119132638,0.09759110510349288
volatile acidity,low,0.8943399786949158,0.13052459653432424,0.0009870533249340951,0.01199605269357562,0.09611027389764802
volatile acidity,low,1.1297911405563354,0.13882488305302756,0.0009816785634029657,0.013537225779145956,0.11279018893837943
volatile acidity,low,1.3652422428131104,0.14083092718767165,0.0008787948521785439,0.01384594151750207,0.14210864901542675
volatile acidity,low,1.6006933450698853,0.1440196575745918,0.0008662940352223815,0.012909118551760912,0.18751903176307685
volatile acidity,low,1.8361444473266602,0.1508826999298533,0.0008644854417070748,0.012710330542176962,0.19814020097255713
volatile acidity,low,2.0715956687927246,0.14227792319403,0.0008680954924784602,0.012634005397558212,0.193581859767437
volatile acidity,low,2.30704665184021,0.14098254636889826,0.0008825904224067927,0.012112272437661886,0.19512103646993642
volatile acidity,low,2.5424978733062744,0.1630319754543088,0.0008986648812424391,0.012626032810658216,0.1865000978112222
volatile acidity,medium,-1.931073546409607,0.28530634990079756,0.25700044929981236,0.9491012990474701,0.9943263351917266
volatile acidity,medium,-1.695622444152832,0.2835601455578008,0.27663428783416755,0.9401380121707916,0.9930482923984527
volatile acidity,medium,-1.4601713418960571,0.2819033988159726,0.27250645309686666,0.9574906229972839,0.9952111661434173
volatile acidity,medium,-1.2247202396392822,0.279943089619602,0.2796726077795029,0.9528887569904327,0.9949505567550659
volatile acidity,medium,-0.9892690777778625,0.25994606620320576,0.3271483451128006,0.9378221035003662,0.995766544342041
volatile acidity,medium,-0.7538179159164429,0.2427148781260496,0.40260080993175507,0.9215072989463806,0.9958430767059326
volatile acidity,medium,-0.518366813659668,0.2105814212626307,0.6217104434967041,0.9404347836971283,0.9949958086013794
volatile acidity,medium,-0.2829156816005707,0.20434091391774564,0.6850791096687318,0.9468410015106201,0.9943841397762299
volatile acidity,medium,-0.04746454209089279,0.2073305720587911,0.6850791096687318,0.9420577585697174,0.9946078717708587
volatile acidity,medium,0.1879865825176239,0.20953724636637916,0.6196449041366577,0.9441161453723907,0.9933638393878936
volatile acidity,medium,0.4234377145767212,0.2114655428650546,0.6181992769241333,0.9443692266941071,0.9917811930179596
volatile acidity,medium,0.6588888764381409,0.204593338696562,0.6078478395938874,0.9358299672603607,0.992088383436203
volatile acidity,medium,0.8943399786949158,0.19696398896766382,0.63012335896492,0.9328182935714722,0.9901175796985626
volatile acidity,medium,1.1297911405563354,0.19737261845198295,0.6287121951580048,0.9315044581890106,0.990461266040802
volatile acidity,medium,1.3652422428131104,0.19331823272192386,0.627373194694519,0.9342325031757355,0.9931158721446991
volatile acidity,medium,1.6006933450698853,0.19060480319859807,0.6269764840602875,0.9334362149238586,0.9935465931892395
volatile acidity,medium,1.8361444473266602,0.19304482988213367,0.6279392421245575,0.9275307953357697,0.9939593851566315
volatile acidity,medium,2.0715956687927246,0.20458146880987846,0.6271257281303406,0.9173901677131653,0.9944696485996246
volatile acidity,medium,2.30704665184021,0.21035697533903863,0.6346077680587768,0.9171284437179565,0.9944283962249756
volatile acidity,medium,2.5424978733062744,0.22371534242849936,0.5386301785707475,0.9144749641418457,0.9948054015636444
volatile acidity,high,-1.931073546409607,0.2487867092519259,0.0018002958968281746,0.02035447210073471,0.5956261277198792
volatile acidity,high,-1.695622444152832,0.25466937795739275,0.0016351019963622095,0.024441574700176716,0.6101769745349884
volatile acidity,high,-1.4601713418960571,0.26019851461442933,0.001682003471069038,0.028119872324168682,0.6042088270187379
volatile acidity,high,-1.2247202396392822,0.24670680649603122,0.0012762873200699687,0.033511918038129807,0.551185542345047
volatile acidity,high,-0.9892690777778625,0.23000721392361262,0.0011767238029278817,0.04402552545070648,0.5071164727210998
volatile acidity,high,-0.7538179159164429,0.21869226858450985,0.0008759773394558579,0.05051705799996853,0.40831905007362373
volatile acidity,high,-0.518366813659668,0.21876053262718692,0.0006952621217351407,0.053896939381957054,0.4622405052185059
volatile acidity,high,-0.2829156816005707,0.2200886948512568,0.0012762873200699687,0.05530283600091934,0.4709347605705263
volatile acidity,high,-0.04746454209089279,0.20500958916068768,0.0012762873200699687,0.05374436639249325,0.46074716746807104
volatile acidity,high,0.1879865825176239,0.18912819452091623,0.0013541298219934105,0.050655169412493706,0.4050407737493516
volatile acidity,high,0.4234377145767212,0.18943776904827697,0.0013682555290870368,0.04413341544568539,0.44409792125225067
volatile acidity,high,0.6588888764381409,0.1702250416073355,0.001405813917517662,0.04352220147848129,0.3641064792871476
volatile acidity,high,0.8943399786949158,0.16254446330662822,0.0013491469901055098,0.03642720729112625,0.34522708058357243
volatile acidity,high,1.1297911405563354,0.15145698148040845,0.001333053142298013,0.048650337383151054,0.34250083565711975
volatile acidity,high,1.3652422428131104,0.18822652099665696,0.0012483844009693714,0.03650762140750885,0.3537500977516176
volatile acidity,high,1.6006933450698853,0.16662547864950647,0.0012437909725122155,0.027323328889906406,0.30988591611385347
volatile acidity,high,1.8361444473266602,0.16842205513966213,0.0013428288162685932,0.02742510288953781,0.3110225826501847
volatile acidity,high,2.0715956687927246,0.16892082275346476,0.0011821647058241071,0.02004894334822893,0.3135564029216767
volatile acidity,high,2.30704665184021,0.17658620378610895,0.0010440225596539676,0.0228800680488348,0.3229778200387956
volatile acidity,high,2.5424978733062744,0.18490600180756991,0.000880428816890344,0.021839750930666924,0.3823760807514191
citric acid,low,-1.3826689720153809,0.08205719569570473,0.0008869662007782609,0.015054533258080482,0.11680223271250727
citric acid,low,-1.195494532585144,0.07071704872036,0.0009807973867282272,0.011590993963181973,0.12312639281153681
citric acid,low,-1.0083200931549072,0.05701706819930718,0.000826733431313187,0.009258849080651999,0.11527538523077965
citric acid,low,-0.8211456537246704,0.04697732972109241,0.0007191436016000807,0.007365719648078084,0.08749714121222496
citric acid,low,-0.6339712142944336,0.04828230544254175,0.0004270127130439505,0.007748403120785952,0.07677996456623079
citric acid,low,-0.4467967450618744,0.04172992226516013,0.0005623299046419562,0.007224486209452152,0.08151311129331588
citric acid,low,-0.2596223056316376,0.03908137565192072,0.0003577005642000586,0.00710100750438869,0.08346134722232819
citric acid,low,-0.07244785875082016,0.04288572258749574,0.00019204993441235274,0.006777884904295206,0.07511058002710343
citric acid,low,0.11472658812999725,0.043123297453245,0.00012177409371361136,0.005410113837569952,0.058755175396800086
citric acid,low,0.30190104246139526,0.0399611538730022,8.829032594803721e-05,0.005746812326833606,0.047184954583644925
citric acid,low,0.4890754818916321,0.034536944627554515,9.377843234688043e-05,0.006266358075663447,0.04646220542490489
citric acid,low,0.6762499213218689,0.03210304993764817,0.0001112974452553317,0.0068846577778458595,0.060245240107178716
citric acid,low,0.8634243607521057,0.028115437460605113,0.0001429823023499921,0.006569439545273781,0.04151507504284384
citric acid,low,1.0505988597869873,0.023946706506310502,0.0002847215262590908,0.006770880660042167,0.03423511870205403
citric acid,low,1.2377732992172241,0.02771286209067195,0.000294293628394371,0.006082240492105484,0.041237189248204235
citric acid,low,1.424947738647461,0.04873035677498271,0.0002956071504740976,0.006223679054528475,0.03156430013477803
citric acid,low,1.6121221780776978,0.027117385607691228,0.0003019467883859761,0.005756341619417071,0.02891302630305293
citric acid,low,1.7992966175079346,0.03033037936221016,0.00035478580393828453,0.005176135804504156,0.03714835643768315
citric acid,low,1.9864710569381714,0.034959834420973036,0.0003000079392222688,0.0048617590218782425,0.06489495933055879
citric acid,low,2.173645496368408,0.035165064326952704,0.000375356650329195,0.005663770018145442,0.06285666450858118
citric acid,medium,-1.3826689720153809,0.19960716432706302,0.6949578821659089,0.9288111627101898,0.9948148787021637
citric acid,medium,-1.195494532585144,0.21053847852293417,0.7065699577331543,0.931677371263504,0.9953749895095825
citric acid,medium,-1.0083200931549072,0.20803252971845884,0.7030569732189179,0.9196507632732391,0.9955544590950012
citric acid,medium,-0.8211456537246704,0.20580706107730834,0.7017789840698242,0.9201534390449524,0.9953318417072297
citric acid,medium,-0.6339712142944336,0.20347931416827514,0.6899271190166474,0.9113903939723969,0.9950632214546203
citric acid,medium,-0.4467967450618744,0.20405356667485797,0.6481053113937378,0.905825287103653,0.9953691303730011
citric acid,medium,-0.2596223056316376,0.20719491699154155,0.6068607568740845,0.9253548085689545,0.9950758397579194
citric acid,medium,-0.07244785875082016,0.20925773364896208,0.49997865259647367,0.9254106879234314,0.9950077891349792
citric acid,medium,0.11472658812999725,0.20096010711049067,0.47198784053325654,0.9426993429660797,0.9949399530887604
citric acid,medium,0.30190104246139526,0.19535934097410562,0.5850386023521423,0.9402281641960144,0.9960272967815399
citric acid,medium,0.4890754818916321,0.19624352205204768,0.5923946142196655,0.9404129087924957,0.9949425458908081
citric acid,medium,0.6762499213218689,0.2025764844280271,0.5844832360744476,0.9561004638671875,0.9949227690696716
citric acid,medium,0.8634243607521057,0.2029678514205369,0.5683165580034256,0.9551795721054077,0.993086701631546
citric acid,medium,1.0505988597869873,0.2002366590770652,0.5314351499080658,0.9474852085113525,0.9938777923583985
citric acid,medium,1.2377732992172241,0.20154949740684666,0.517353942990303,0.9507310092449188,0.9936104774475097
citric acid,medium,1.424947738647461,0.20892252330452782,0.5411981463432313,0.951778918504715,0.9932659804821015
citric acid,medium,1.6121221780776978,0.21648550526753155,0.5551575720310211,0.9464685618877411,0.9954920828342437
citric acid,medium,1.7992966175079346,0.20953923052737275,0.5506541430950165,0.9381813108921051,0.992206871509552
citric acid,medium,1.9864710569381714,0.21802281372025042,0.4063293993473053,0.9264205992221832,0.9919680595397949
citric acid,medium,2.173645496368408,0.21398394785658106,0.5825928568840028,0.9336370527744293,0.9932337641716004
citric acid,high,-1.3826689720153809,0.22816244965573818,0.001472645823378116,0.0230496134608984,0.29119966626167365
citric acid,high,-1.195494532585144,0.2260534502759513,0.0012086048722267152,0.03163029719144106,0.342064499855042
citric acid,high,-1.0083200931549072,0.23693851708408398,0.0011201051762327553,0.03332130890339613,0.33809046447277136
citric acid,high,-0.8211456537246704,0.23852763697400073,0.0013406008132733406,0.03267988562583923,0.446708527207375
citric acid,high,-0.6339712142944336,0.23536170919967592,0.0013135096873156727,0.0374747421592474,0.5015763670206073
citric acid,high,-0.4467967450618744,0.23117533571376356,0.0012774970149621368,0.037475064396858215,0.5837820708751679
citric acid,high,-0.2596223056316376,0.23525989102818806,0.0011242599808610977,0.04061035439372063,0.6548610448837281
citric acid,high,-0.07244785875082016,0.22994859648788374,0.0010585970943793655,0.045898943208158016,0.5891572058200838
citric acid,high,0.11472658812999725,0.22714918226503958,0.0010199720272794366,0.046941857784986496,0.5812190830707551
citric acid,high,0.30190104246139526,0.21536434328368104,0.0009885577019304037,0.05641305446624756,0.46783888936042806
citric acid,high,0.4890754818916321,0.21954703620469138,0.001056266389787197,0.05537604168057442,0.4962816327810289
citric acid,high,0.6762499213218689,0.22438486238874095,0.001667154731694609,0.04352319985628128,0.49839306175708786
citric acid,high,0.8634243607521057,0.2251001757762366,0.0018461964675225318,0.03989386651664972,0.5071006774902346
citric acid,high,1.0505988597869873,0.22583902562314828,0.003044530982151628,0.05062086880207062,0.5178069829940797
citric acid,high,1.2377732992172241,0.21675192499189838,0.0034185407450422647,0.05781294032931328,0.4781153112649918
citric acid,high,1.424947738647461,0.22644217342977893,0.0026800173567608,0.05553262308239937,0.4903325349092484
citric acid,high,1.6121221780776978,0.23242829950678073,0.002188563731033355,0.05186059884727001,0.5651061296463014
citric acid,high,1.7992966175079346,0.2399318511946932,0.0017383324564434588,0.060062091797590256,0.5212939083576204
citric acid,high,1.9864710569381714,0.2377483310654473,0.0016894945641979578,0.07378328964114189,0.5067235589027407
citric acid,high,2.173645496368408,0.23733431043776676,0.0015510052326135337,0.0667903795838356,0.5162874042987825
residual sugar,low,-0.9284214973449707,0.08642902113653804,0.0012492714158724996,0.010520751122385263,0.11496720314025888
residual sugar,low,-0.6270038485527039,0.09151227571192333,0.0008621534274425358,0.011029380839318037,0.10374039709568034
residual sugar,low,-0.3255862295627594,0.08989089529038598,0.0006457308889366687,0.011025053914636374,0.07189435437321669
residual sugar,low,-0.02416861616075039,0.11167756918174991,0.0005173113837372513,0.011451082304120064,0.08433164656162269
residual sugar,low,0.2772490084171295,0.09786572581058654,0.0006488160201115535,0.014374416321516037,0.08758210986852658
residual sugar,low,0.578666627407074,0.08590445579951565,0.0006174759299028665,0.014494964387267828,0.1266327694058419
residual sugar,low,0.8800842761993408,0.08621552199015038,0.0005261046899249777,0.015320289880037308,0.10625408440828332
residual sugar,low,1.181501865386963,0.08225116879887716,0.0005777810234576464,0.01415266189724207,0.11474677845835693
residual sugar,low,1.4829195737838745,0.0706236426397477,0.0006633224547840656,0.016245681326836348,0.0983250662684441
residual sugar,low,1.7843371629714966,0.06735689231332932,0.0006490757048595697,0.019094182178378105,0.09117566496133811
residual sugar,low,2.085754871368408,0.06037301328535193,0.000636435826891102,0.018901290372014046,0.12711395770311357
residual sugar,low,2.3871724605560303,0.05536111047537834,0.0006243506446480751,0.014293815474957228,0.11642505675554277
residual sugar,low,2.6885900497436523,0.05226993713127827,0.0006964213564060629,0.01460058568045497,0.11346455439925195
residual sugar,low,2.9900076389312744,0.05440131377757929,0.0013626235187985006,0.01566460682079196,0.10556086301803591
residual sugar,low,3.2914252281188965,0.05758101494409261,0.0006982573540881276,0.020298948511481285,0.10396628081798555
residual sugar,low,3.5928428173065186,0.05965546544842003,0.000871762220049277,0.02475722972303629,0.12298297807574275
residual sugar,low,3.8942606449127197,0.06008150386559987,0.0007003848964814097,0.018430168740451336,0.11929901763796806
residual sugar,low,4.195678234100342,0.059423522806957105,0.0004588587122270838,0.018087342381477356,0.10403905138373376
residual sugar,low,4.497095584869385,0.06685058838870031,0.00043733275961130866,0.0204680934548378,0.09910680577158931
residual sugar,low,4.798513412475586,0.07579866052652727,0.0006561524991411717,0.017518509179353714,0.12042814567685128
residual sugar,medium,-0.9284214973449707,0.23547952485919288,0.5134443581104279,0.9250213503837585,0.9883062064647674
residual sugar,medium,-0.6270038485527039,0.2394834427785689,0.4677483350038529,0.9154114127159119,0.9925968050956726
residual sugar,medium,-0.3255862295627594,0.2446581018676033,0.47073986232280735,0.9178340137004852,0.9939564228057861
residual sugar,medium,-0.02416861616075039,0.24160987090193478,0.4105516791343689,0.9349185824394226,0.991181743144989
residual sugar,medium,0.2772490084171295,0.2638374464824575,0.37653746604919436,0.9158928394317627,0.9913085281848908
residual sugar,medium,0.578666627407074,0.25082662285448837,0.3208488315343857,0.906690776348114,0.9921555161476135
residual sugar,medium,0.8800842761993408,0.26911080535090753,0.2453183487057686,0.8969325721263885,0.9892538607120513
residual sugar,medium,1.181501865386963,0.2750038395789337,0.23054003566503525,0.8970036208629608,0.9892986476421356
residual sugar,medium,1.4829195737838745,0.2789162216021606,0.2297303602099419,0.8978307843208313,0.9893036603927612
residual sugar,medium,1.7843371629714966,0.2815612442427393,0.2299125134944916,0.8632151782512665,0.9883438348770142
residual sugar,medium,2.085754871368408,0.2880956600779853,0.23104186207056046,0.9022451043128967,0.9868396997451783
residual sugar,medium,2.3871724605560303,0.29659242192671853,0.22927886843681336,0.8975915908813477,0.9845881223678589
residual sugar,medium,2.6885900497436523,0.29765273870703,0.28673168271780014,0.9119879603385925,0.9840838253498078
residual sugar,medium,2.9900076389312744,0.3010620034387188,0.2852981865406036,0.9128223955631256,0.9850984573364258
residual sugar,medium,3.2914252281188965,0.3003201506296154,0.2753244608640671,0.895371824502945,0.9838383793830872
residual sugar,medium,3.5928428173065186,0.2998593656394871,0.2647832840681076,0.8763323128223419,0.9791014850139618
residual sugar,medium,3.8942606449127197,0.31377342996097024,0.2516075447201729,0.8818879723548889,0.980165445804596
residual sugar,medium,4.195678234100342,0.32452591933187336,0.2204039290547371,0.8996194899082184,0.9859830796718597
residual sugar,medium,4.497095584869385,0.33349956313682383,0.18476067930459977,0.90806844830513,0.9844118773937225
residual sugar,medium,4.798513412475586,0.347117846318177,0.1464036762714386,0.9034469127655029,0.9841564655303955
residual sugar,high,-0.9284214973449707,0.1632220026548951,0.0011554142518434675,0.02253151498734951,0.21626028567552574
residual sugar,high,-0.6270038485527039,0.1754527551594317,0.0010285836062394083,0.02494682092219591,0.2707607626914979
residual sugar,high,-0.3255862295627594,0.18671485265009222,0.0009022231970448047,0.024808545596897602,0.4278351575136185
residual sugar,high,-0.02416861616075039,0.19489508993036161,0.000890183198498562,0.018486364744603634,0.43683917820453644
residual sugar,high,0.2772490084171295,0.2015098734991896,0.0014028817997314036,0.01829782035201788,0.48552417159080513
residual sugar,high,0.578666627407074,0.22910318025337334,0.0009194711397867651,0.014147553127259016,0.5816655158996582
residual sugar,high,0.8800842761993408,0.2475485654620243,0.0017203475232236089,0.01741157006472349,0.6171050012111664
residual sugar,high,1.181501865386963,0.256486218278925,0.0007157065439969302,0.020500915125012398,0.6495213568210602
residual sugar,high,1.4829195737838745,0.267975139585504,0.0006863298593088985,0.0206384165212512,0.6831087291240693
residual sugar,high,1.7843371629714966,0.27005597429427314,0.0007523626147303732,0.02795508038252592,0.6768555164337159
residual sugar,high,2.085754871368408,0.2708708128917217,0.0009941896918462592,0.030361689627170563,0.6769310712814331
residual sugar,high,2.3871724605560303,0.274817816608978,0.0007189475611085074,0.030970213003456593,0.6752294421195985
residual sugar,high,2.6885900497436523,0.27578079183534115,0.00046785026497673247,0.0328826354816556,0.6675916910171509
residual sugar,high,2.9900076389312744,0.27625238590924023,0.0006985898886341602,0.03330331202596426,0.6676027536392212
residual sugar,high,3.2914252281188965,0.2782828332060955,0.0006291416299063713,0.037282032892107964,0.6800597012042999
residual sugar,high,3.5928428173065186,0.2848689687518969,0.0023438347503542904,0.034956302493810654,0.6856796860694885
residual sugar,high,3.8942606449127197,0.2978381924665281,0.003909882367588579,0.039202917367219925,0.701972395181656
residual sugar,high,4.195678234100342,0.3000265057197622,0.0035087039461359384,0.04422367736697197,0.746841549873352
residual sugar,high,4.497095584869385,0.29638815925425416,0.004197411495260895,0.04738808237016201,0.732342141866684
residual sugar,high,4.798513412475586,0.2891631294115726,0.007198612019419671,0.05557358264923096,0.7018693327903748
chlorides,low,-1.1191041469573975,0.03399554704771425,0.0008750812208745629,0.007633017608895898,0.06307420656085015
chlorides,low,-0.6977095007896423,0.0358913969726092,0.0011019771569408475,0.007041312288492918,0.08270135894417766
chlorides,low,-0.2763148844242096,0.029467547796597694,0.0012703221407718958,0.007007973967120051,0.05775898024439813
chlorides,low,0.14507976174354553,0.025927712509376928,0.0012886125012300908,0.008057136554270983,0.059103534743189814
chlorides,low,0.5664743781089783,0.04182252000463984,0.0015650350833311677,0.009906632360070944,0.05588458962738515
chlorides,low,0.9878690242767334,0.1053369842916444,0.0017606625217013064,0.010074748191982508,0.05241472497582437
chlorides,low,1.4092637300491333,0.13878544269646662,0.0012922792113386095,0.010592785198241472,0.0439176592975855
chlorides,low,1.8306583166122437,0.14198068730280147,0.0012703221407718958,0.012731058057397604,0.03723354525864126
chlorides,low,2.2520530223846436,0.14497018126391895,0.0006985841377172619,0.008220728021115065,0.03196391668170696
chlorides,low,2.673447608947754,0.1383767445605013,0.0004956200747983531,0.0056071896106004715,0.033604715019464514
chlorides,low,3.0948421955108643,0.08773571206897263,0.00033492391521576796,0.004395735217258334,0.03405801020562649
chlorides,low,3.5162367820739746,0.046834706090584384,0.00030026492022443567,0.004050716059282422,0.03271304331719876
chlorides,low,3.937631607055664,0.0445994014218255,0.00038861171633470805,0.004782099509611726,0.031207326054573065
chlorides,low,4.359025955200195,0.02980325813313009,0.00046915614511817695,0.005486087873578072,0.026327298022806644
chlorides,low,4.780420780181885,0.04389402561926257,0.00017774516600184144,0.006473263492807746,0.03309938721358777
chlorides,low,5.201815605163574,0.039458622268551256,0.0001036622932588216,0.005810258677229285,0.030934279784560204
chlorides,low,5.6232099533081055,0.027948259768710782,8.780199568718672e-05,0.005811997456476092,0.03317933529615402
chlorides,low,6.044604778289795,0.02449240129496176,0.00010302335504093209,0.0065481101628392935,0.0335267037153244
